Código,Departamento,Provincia,Distrito,No Pobre,Pobre,Pobre extremo
150131,LIMA,LIMA,SAN ISIDRO,400,346,26
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,62244,155398,34527
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,21566,39791,8722
150134,LIMA,LIMA,SAN LUIS,4492,2738,353
150135,LIMA,LIMA,SAN MARTIN DE PORRES,63372,60336,5996
150136,LIMA,LIMA,SAN MIGUEL,1182,1024,155
150137,LIMA,LIMA,SANTA ANITA,21214,32023,1833
150138,LIMA,LIMA,SANTA MARIA DEL MAR,186,98,4
150139,LIMA,LIMA,SANTA ROSA,1376,5887,2282
150140,LIMA,LIMA,SANTIAGO DE SURCO,8283,5951,1138
150141,LIMA,LIMA,SURQUILLO,5135,3966,869
150142,LIMA,LIMA,VILLA EL SALVADOR,33851,62093,6706
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,21788,54880,14577
150201,LIMA,BARRANCA,BARRANCA,7093,13468,1988
150202,LIMA,BARRANCA,PARAMONGA,3823,3281,356
150203,LIMA,BARRANCA,PATIVILCA,678,2482,963
150204,LIMA,BARRANCA,SUPE,3331,4321,1775
150205,LIMA,BARRANCA,SUPE PUERTO,1861,2869,371
150301,LIMA,CAJATAMBO,CAJATAMBO,131,406,189
150302,LIMA,CAJATAMBO,COPA,22,175,164
150303,LIMA,CAJATAMBO,GORGOR,25,300,236
150304,LIMA,CAJATAMBO,HUANCAPON,19,219,109
150305,LIMA,CAJATAMBO,MANAS,26,104,318
150401,LIMA,CANTA,CANTA,149,255,214
150402,LIMA,CANTA,ARAHUAY,54,47,61
150403,LIMA,CANTA,HUAMANTANGA,27,113,102
150404,LIMA,CANTA,HUAROS,39,119,84
150405,LIMA,CANTA,LACHAQUI,17,98,119
150406,LIMA,CANTA,SAN BUENAVENTURA,26,95,24
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,678,508,512
150501,LIMA,CANETE,SAN VICENTE DE CANETE,6635,7845,1452
150502,LIMA,CANETE,ASIA,977,1141,430
150503,LIMA,CANETE,CALANGO,212,203,235
150504,LIMA,CANETE,CERRO AZUL,816,952,210
150505,LIMA,CANETE,CHILCA,1408,3461,563
150506,LIMA,CANETE,COAYLLO,115,106,112
150507,LIMA,CANETE,IMPERIAL,3392,10227,1300
150508,LIMA,CANETE,LUNAHUANA,370,527,218
150509,LIMA,CANETE,MALA,4375,4098,418
150510,LIMA,CANETE,NUEVO IMPERIAL,1230,3490,3556
150511,LIMA,CANETE,PACARAN,170,131,171
150512,LIMA,CANETE,QUILMANA,1726,3500,926
150513,LIMA,CANETE,SAN ANTONIO,400,585,94
150514,LIMA,CANETE,SAN LUIS,1622,1784,294
150515,LIMA,CANETE,SANTA CRUZ DE FLORES,288,105,58
150516,LIMA,CANETE,ZUNIGA,123,154,244
150601,LIMA,HUARAL,HUARAL,6778,18293,4423
150602,LIMA,HUARAL,ATAVILLOS ALTO,16,94,66
150603,LIMA,HUARAL,ATAVILLOS BAJO,42,126,122
150604,LIMA,HUARAL,AUCALLAMA,2156,2128,1212
150605,LIMA,HUARAL,CHANCAY,7373,8207,1555
150606,LIMA,HUARAL,IHUARI,30,174,664
150607,LIMA,HUARAL,LAMPIAN,6,104,90
150608,LIMA,HUARAL,PACARAOS,23,117,85
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,38,69,89
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,26,58,52
150611,LIMA,HUARAL,SUMBILCA,20,134,164
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,17,73,85
150701,LIMA,HUAROCHIRI,MATUCANA,238,243,492
150702,LIMA,HUAROCHIRI,ANTIOQUIA,28,49,185
150703,LIMA,HUAROCHIRI,CALLAHUANCA,74,51,77
150704,LIMA,HUAROCHIRI,CARAMPOMA,17,68,69
150705,LIMA,HUAROCHIRI,CHICLA,183,86,44
150706,LIMA,HUAROCHIRI,CUENCA,12,64,59
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,6,68,128
150708,LIMA,HUAROCHIRI,HUANZA,11,109,77
150709,LIMA,HUAROCHIRI,HUAROCHIRI,59,184,50
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,8,89,44
150711,LIMA,HUAROCHIRI,LANGA,10,181,80
,LIMA,HUAROCHIRI,LARAOS,11,69,40
150713,LIMA,HUAROCHIRI,MARIATANA,103,178,148
150714,LIMA,HUAROCHIRI,RICARDO PALMA,417,981,207
150715,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,18,171,206
150716,LIMA,HUAROCHIRI,SAN ANTONIO,3650,4040,3352
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,70,115,167
150718,LIMA,HUAROCHIRI,SAN DAMIAN,32,294,91
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,4,51,28
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,11,62,10
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,14,134,313
150722,LIMA,HUAROCHIRI,SAN MATEO,348,545,216
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,103,222,239
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,29,48,250
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,1,55,12
150726,LIMA,HUAROCHIRI,SANGALLAYA,19,89,91
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,228,232,241
150728,LIMA,HUAROCHIRI,SANTA EULALIA,561,2411,302
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,6,46,139
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,12,131,47
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,434,427,195
150732,LIMA,HUAROCHIRI,SURCO,50,195,468
150801,LIMA,HUAURA,HUACHO,5691,7578,393
150802,LIMA,HUAURA,AMBAR,39,241,392
150803,LIMA,HUAURA,CALETA DE CARQUIN,855,1077,152
150804,LIMA,HUAURA,CHECRAS,24,153,191
150805,LIMA,HUAURA,HUALMAY,4445,5642,184
150806,LIMA,HUAURA,HUAURA,2141,6871,872
150807,LIMA,HUAURA,LEONCIO PRADO,144,253,245
150808,LIMA,HUAURA,PACCHO,16,237,201
150809,LIMA,HUAURA,SANTA LEONOR,30,58,113
150810,LIMA,HUAURA,SANTA MARIA,2642,8039,1008
150811,LIMA,HUAURA,SAYAN,1471,2884,1559
150812,LIMA,HUAURA,VEGUETA,893,2904,2056
150901,LIMA,OYON,OYON,214,698,938
150902,LIMA,OYON,ANDAJES,13,49,53
150903,LIMA,OYON,CAUJUL,28,144,15
150904,LIMA,OYON,COCHAMARCA,10,294,103
150905,LIMA,OYON,NAVAN,13,193,124
150906,LIMA,OYON,PACHANGARA,320,265,261
151001,LIMA,YAUYOS,YAUYOS,79,220,63
151002,LIMA,YAUYOS,ALIS,11,8,51
151003,LIMA,YAUYOS,ALLAUCA,76,228,216
151004,LIMA,YAUYOS,AYAVIRI,20,140,30
151005,LIMA,YAUYOS,AZANGARO,14,99,81
151006,LIMA,YAUYOS,CACRA,24,71,113
151007,LIMA,YAUYOS,CARANIA,5,50,18
151008,LIMA,YAUYOS,CATAHUASI,78,133,299
151009,LIMA,YAUYOS,CHOCOS,25,110,275
151010,LIMA,YAUYOS,COCHAS,25,31,20
151011,LIMA,YAUYOS,COLONIA,33,186,449
151012,LIMA,YAUYOS,HONGOS,7,122,44
151013,LIMA,YAUYOS,HUAMPARA,15,40,2
151014,LIMA,YAUYOS,HUANCAYA,18,57,48
151015,LIMA,YAUYOS,HUANGASCAR,24,104,94
151016,LIMA,YAUYOS,HUANTAN,43,119,39
151017,LIMA,YAUYOS,HUANEC,2,40,51
151018,LIMA,YAUYOS,LARAOS,23,98,69
151019,LIMA,YAUYOS,LINCHA,22,159,104
151020,LIMA,YAUYOS,MADEAN,12,165,154
151021,LIMA,YAUYOS,MIRAFLORES,26,72,9
151022,LIMA,YAUYOS,OMAS,32,89,95
151023,LIMA,YAUYOS,PUTINZA,27,62,128
151024,LIMA,YAUYOS,QUINCHES,8,187,42
151025,LIMA,YAUYOS,QUINOCAY,62,90,40
151026,LIMA,YAUYOS,SAN JOAQUIN,10,25,9
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,12,59,82
151028,LIMA,YAUYOS,TANTA,26,62,26
151029,LIMA,YAUYOS,TAURIPAMPA,18,161,55
151030,LIMA,YAUYOS,TOMAS,28,79,124
151031,LIMA,YAUYOS,TUPE,19,53,129
151032,LIMA,YAUYOS,VINAC,33,241,361
151033,LIMA,YAUYOS,VITIS,8,51,39
160101,LORETO,MAYNAS,IQUITOS,31155,47377,176135
160102,LORETO,MAYNAS,ALTO NANAY,31155,47377,176135
160103,LORETO,MAYNAS,FERNANDO LORES,81,436,3471
160104,LORETO,MAYNAS,INDIANA,52,451,2736
160105,LORETO,MAYNAS,LAS AMAZONAS,60,152,2433
160106,LORETO,MAYNAS,MAZAN,185,447,3862
160107,LORETO,MAYNAS,NAPO,111,348,3447
160108,LORETO,MAYNAS,PUNCHANA,2412,4980,10055
160110,LORETO,MAYNAS,TORRES CAUSANA,44,23,1536
160112,LORETO,MAYNAS,BELEN,2738,5264,12862
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,11547,11044,13972
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,4642,4755,18110
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,251,5707,840
160205,LORETO,ALTO AMAZONAS,JEBEROS,18,81,1327
160206,LORETO,ALTO AMAZONAS,LAGUNAS,181,95,4533
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,38,16,1236
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,33,881,988
160301,LORETO,LORETO,NAUTA,454,1579,5091
160302,LORETO,LORETO,PARINARI,39,136,1683
160303,LORETO,LORETO,TIGRE,83,2929,202
160304,LORETO,LORETO,TROMPETEROS,116,26,2408
160305,LORETO,LORETO,URARINAS,120,83,4862
160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,602,916,6092
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,97,771,3189
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,109,1171,2404
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,113,815,3500
160501,LORETO,REQUENA,REQUENA,1241,2001,6232
160502,LORETO,REQUENA,ALTO TAPICHE,5,40,313
160503,LORETO,REQUENA,CAPELO,22,298,921
160504,LORETO,REQUENA,EMILIO SAN MARTIN,13,51,1433
160505,LORETO,REQUENA,MAQUIA,24,146,2293
160506,LORETO,REQUENA,PUINAHUA,80,94,1964
160507,LORETO,REQUENA,SAQUENA,19,56,1005
160508,LORETO,REQUENA,SOPLIN,2,200,2
160509,LORETO,REQUENA,TAPICHE,5,194,148
160510,LORETO,REQUENA,JENARO HERRERA,9,149,1151
160511,LORETO,REQUENA,YAQUERANA,70,101,850
160601,LORETO,UCAYALI,CONTAMANA,301,263,5943
160602,LORETO,UCAYALI,INAHUAYA,9,21,539
160603,LORETO,UCAYALI,PADRE MARQUEZ,36,245,1163
160604,LORETO,UCAYALI,PAMPA HERMOSA,100,580,2084
160605,LORETO,UCAYALI,SARAYACU,86,1356,2552
160606,LORETO,UCAYALI,VARGAS GUERRA,106,474,1855
160701,LORETO,DATEM DEL MARANON,BARRANCA,250,415,3732
160702,LORETO,DATEM DEL MARANON,CAHUAPANAS,104,2883,310
160703,LORETO,DATEM DEL MARANON,MANSERICHE,202,293,3111
160704,LORETO,DATEM DEL MARANON,MORONA,180,161,3013
160705,LORETO,DATEM DEL MARANON,PASTAZA,87,41,1932
160706,LORETO,DATEM DEL MARANON,ANDOAS,174,3694,470
160801,LORETO,PUTUMAYO,PUTUMAYO,144,127,1060
160802,LORETO,PUTUMAYO,ROSA PANDURO,11,224,15
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,58,170,932
160804,LORETO,PUTUMAYO,YAGUAS,37,498,79
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,6980,10675,5428
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,1440,1456,1089
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1582,1460,841
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,526,707,494
170201,MADRE DE DIOS,MANU,MANU,268,564,601
170202,MADRE DE DIOS,MANU,FITZCARRALD,67,14,429
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,529,885,955
170204,MADRE DE DIOS,MANU,HUEPETUHE,728,596,397
170301,MADRE DE DIOS,TAHUAMANU,INAPARI,32,243,112
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,456,727,503
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,416,426,187
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,8597,4408,618
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,20,242,105
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,47,97,114
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,997,1251,162
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,129,161,313
180106,MOQUEGUA,MARISCAL NIETO,TORATA,413,582,507
,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,2556,3706,395
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,177,128,68
180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,34,126,111
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,89,149,47
180204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA,199,423,477
180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,54,79,132
180206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,24,117,85
180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,37,90,126
180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,123,407,526
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,42,37,15
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,132,462,377
180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,40,173,92
180301,MOQUEGUA,ILO,ILO,10217,8981,376
180302,MOQUEGUA,ILO,EL ALGARROBAL,494,1276,79
180303,MOQUEGUA,ILO,PACOCHA,383,45,1
190101,PASCO,PASCO,CHAUPIMARCA,2710,2701,1624
190102,PASCO,PASCO,HUACHON,331,602,419
190103,PASCO,PASCO,HUARIACA,255,805,1178
190104,PASCO,PASCO,HUAYLLAY,703,513,375
190105,PASCO,PASCO,NINACACA,374,621,323
190106,PASCO,PASCO,PALLANCHACRA,136,384,262
190107,PASCO,PASCO,PAUCARTAMBO,1049,1995,1351
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,980,1002,340
190109,PASCO,PASCO,SIMON BOLIVAR,2166,705,195
190110,PASCO,PASCO,TICLACAYAN,334,561,675
190111,PASCO,PASCO,TINYAHUARCO,554,245,149
190112,PASCO,PASCO,VICCO,286,244,423
190113,PASCO,PASCO,YANACANCHA,1909,1042,449
190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,653,2131,2157
190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,98,219,629
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,51,138,108
190204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,55,347,535
190205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,85,283,163
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,366,999,1329
190207,PASCO,DANIEL ALCIDES CARRION,TAPUC,75,310,494
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,57,221,280
190301,PASCO,OXAPAMPA,OXAPAMPA,2388,1370,1054
190302,PASCO,OXAPAMPA,CHONTABAMBA,783,597,366
190303,PASCO,OXAPAMPA,HUANCABAMBA,425,1618,461
190304,PASCO,OXAPAMPA,PALCAZU,325,307,2932
190305,PASCO,OXAPAMPA,POZUZO,152,736,632
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,559,651,5249
190307,PASCO,OXAPAMPA,VILLA RICA,1320,1431,2812
190308,PASCO,OXAPAMPA,CONSTITUCION,422,1041,4139
200101,PIURA,PIURA,PIURA,93313,236353,196035
200104,PIURA,PIURA,CASTILLA,12331,18605,8274
200105,PIURA,PIURA,CATACAOS,93313,236353,196035
200107,PIURA,PIURA,CURA MORI,404,1705,3543
200108,PIURA,PIURA,EL TALLAN,93313,236353,196035
200109,PIURA,PIURA,LA ARENA,873,4898,10111
200110,PIURA,PIURA,LA UNION,916,4655,7555
200111,PIURA,PIURA,LAS LOMAS,575,3227,5450
200114,PIURA,PIURA,TAMBO GRANDE,4892,14188,13298
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,8018,24865,13502
200201,PIURA,AYABACA,AYABACA,458,3513,6304
200202,PIURA,AYABACA,FRIAS,203,2933,3360
200203,PIURA,AYABACA,JILILI,43,249,630
200204,PIURA,AYABACA,LAGUNAS,71,650,1260
200205,PIURA,AYABACA,MONTERO,123,375,1602
200206,PIURA,AYABACA,PACAIPAMPA,285,1714,5201
200207,PIURA,AYABACA,PAIMAS,299,1990,1833
200208,PIURA,AYABACA,SAPILLICA,118,538,3430
200209,PIURA,AYABACA,SICCHEZ,18,171,432
200210,PIURA,AYABACA,SUYO,271,2088,1860
200301,PIURA,HUANCABAMBA,HUANCABAMBA,694,2614,6162
200302,PIURA,HUANCABAMBA,CANCHAQUE,154,238,2193
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,109,1476,2450
200304,PIURA,HUANCABAMBA,HUARMACA,579,4655,6694
200305,PIURA,HUANCABAMBA,LALAQUIZ,38,695,654
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,123,1622,1447
200307,PIURA,HUANCABAMBA,SONDOR,119,959,1534
200308,PIURA,HUANCABAMBA,SONDORILLO,161,1389,2383
200401,PIURA,MORROPON,CHULUCANAS,3694,11744,12039
200402,PIURA,MORROPON,BUENOS AIRES,207,1745,1320
200403,PIURA,MORROPON,CHALACO,133,1543,1130
200404,PIURA,MORROPON,LA MATANZA,516,2089,3560
200405,PIURA,MORROPON,MORROPON,356,1212,4071
200406,PIURA,MORROPON,SALITRAL,150,1610,1503
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,183,1211,1185
200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,51,629,785
200409,PIURA,MORROPON,SANTO DOMINGO,134,658,1487
200410,PIURA,MORROPON,YAMANGO,100,246,2315
200501,PIURA,PAITA,PAITA,8015,12277,5023
200502,PIURA,PAITA,AMOTAPE,189,305,260
200503,PIURA,PAITA,ARENAL,100,167,103
200504,PIURA,PAITA,COLAN,526,2321,1778
200505,PIURA,PAITA,LA HUACA,823,1904,865
200506,PIURA,PAITA,TAMARINDO,165,566,873
200507,PIURA,PAITA,VICHAYAL,220,1041,502
200601,PIURA,SULLANA,SULLANA,13153,21104,7262
200602,PIURA,SULLANA,BELLAVISTA,2928,6231,2196
200603,PIURA,SULLANA,IGNACIO ESCUDERO,396,3481,1568
200604,PIURA,SULLANA,LANCONES,281,1113,2984
200605,PIURA,SULLANA,MARCAVELICA,1471,4015,2209
200606,PIURA,SULLANA,MIGUEL CHECA,305,1756,570
200607,PIURA,SULLANA,QUERECOTILLO,690,4044,1001
200608,PIURA,SULLANA,SALITRAL,563,1138,219
200701,PIURA,TALARA,PARINAS,10899,10696,2987
200702,PIURA,TALARA,EL ALTO,622,1050,487
200703,PIURA,TALARA,LA BREA,506,1041,324
200704,PIURA,TALARA,LOBITOS,183,86,66
200705,PIURA,TALARA,LOS ORGANOS,1134,1459,322
200706,PIURA,TALARA,MANCORA,746,1990,422
200801,PIURA,SECHURA,SECHURA,3476,7552,5518
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,282,633,292
200803,PIURA,SECHURA,BERNAL,173,1315,633
200804,PIURA,SECHURA,CRISTO NOS VALGA,162,786,549
200805,PIURA,SECHURA,VICE,673,2850,1299
200806,PIURA,SECHURA,RINCONADA LLICUAR,70,507,349
210101,PUNO,PUNO,PUNO,70424,126447,163277
210102,PUNO,PUNO,ACORA,70424,126447,163277
210103,PUNO,PUNO,AMANTANI,47,634,658
210104,PUNO,PUNO,ATUNCOLLA,70424,126447,163277
210105,PUNO,PUNO,CAPACHICA,175,1385,1192
210106,PUNO,PUNO,CHUCUITO,227,820,1415
210107,PUNO,PUNO,COATA,248,1005,1352
210108,PUNO,PUNO,HUATA,106,405,812
210109,PUNO,PUNO,MANAZO,293,783,735
210110,PUNO,PUNO,PAUCARCOLLA,175,801,1041
210111,PUNO,PUNO,PICHACANI,314,483,1661
210112,PUNO,PUNO,PLATERIA,271,1049,1591
210113,PUNO,PUNO,SAN ANTONIO,23,87,351
210114,PUNO,PUNO,TIQUILLACA,77,244,469
210115,PUNO,PUNO,VILQUE,261,378,645
210201,PUNO,AZANGARO,AZANGARO,2124,3501,8773
210202,PUNO,AZANGARO,ACHAYA,63,149,1304
210203,PUNO,AZANGARO,ARAPA,203,664,2385
210204,PUNO,AZANGARO,ASILLO,444,773,4788
210205,PUNO,AZANGARO,CAMINACA,45,702,692
210206,PUNO,AZANGARO,CHUPA,349,647,1972
210207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,101,408,931
210208,PUNO,AZANGARO,MUNANI,202,703,1687
210209,PUNO,AZANGARO,POTONI,166,126,1642
210210,PUNO,AZANGARO,SAMAN,123,1098,2348
210211,PUNO,AZANGARO,SAN ANTON,201,1074,1348
210212,PUNO,AZANGARO,SAN JOSE,155,801,855
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,117,607,806
210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,143,532,1330
210215,PUNO,AZANGARO,TIRAPATA,98,346,642
210301,PUNO,CARABAYA,MACUSANI,433,1593,2473
210302,PUNO,CARABAYA,AJOYANI,140,332,271
210303,PUNO,CARABAYA,AYAPATA,268,969,1016
210304,PUNO,CARABAYA,COASA,298,1029,792
210305,PUNO,CARABAYA,CORANI,73,624,886
210306,PUNO,CARABAYA,CRUCERO,294,1250,1291
210307,PUNO,CARABAYA,ITUATA,104,572,921
210308,PUNO,CARABAYA,OLLACHEA,179,507,844
210309,PUNO,CARABAYA,SAN GABAN,496,851,399
210310,PUNO,CARABAYA,USICAYOS,156,642,948
210401,PUNO,CHUCUITO,JULI,1161,3132,2904
210402,PUNO,CHUCUITO,DESAGUADERO,631,1202,1419
210403,PUNO,CHUCUITO,HUACULLANI,140,295,1832
210404,PUNO,CHUCUITO,KELLUYO,170,566,1412
210405,PUNO,CHUCUITO,PISACOMA,97,393,890
210406,PUNO,CHUCUITO,POMATA,240,1520,2879
210407,PUNO,CHUCUITO,ZEPITA,340,1357,3962
210501,PUNO,EL COLLAO,ILAVE,2706,7950,7853
210502,PUNO,EL COLLAO,CAPAZO,35,121,312
210503,PUNO,EL COLLAO,PILCUYO,379,1388,2365
210504,PUNO,EL COLLAO,SANTA ROSA,104,505,918
210505,PUNO,EL COLLAO,CONDURIRI,100,348,870
210601,PUNO,HUANCANE,HUANCANE,1029,3098,4351
210602,PUNO,HUANCANE,COJATA,91,219,1118
210603,PUNO,HUANCANE,HUATASANI,61,288,655
210604,PUNO,HUANCANE,INCHUPALLA,32,246,875
210605,PUNO,HUANCANE,PUSI,120,869,1051
210606,PUNO,HUANCANE,ROSASPATA,87,169,1678
210607,PUNO,HUANCANE,TARACO,341,2110,1828
210608,PUNO,HUANCANE,VILQUE CHICO,165,1040,2091
210701,PUNO,LAMPA,LAMPA,502,787,2342
210702,PUNO,LAMPA,CABANILLA,295,674,874
210703,PUNO,LAMPA,CALAPUJA,65,196,315
210704,PUNO,LAMPA,NICASIO,84,146,1163
210705,PUNO,LAMPA,OCUVIRI,73,205,464
210706,PUNO,LAMPA,PALCA,106,118,655
210707,PUNO,LAMPA,PARATIA,153,177,671
210708,PUNO,LAMPA,PUCARA,151,279,1827
210709,PUNO,LAMPA,SANTA LUCIA,339,807,921
210710,PUNO,LAMPA,VILAVILA,41,108,336
210801,PUNO,MELGAR,AYAVIRI,1999,3828,2892
210802,PUNO,MELGAR,ANTAUTA,520,580,509
210803,PUNO,MELGAR,CUPI,90,234,488
210804,PUNO,MELGAR,LLALLI,80,321,578
210805,PUNO,MELGAR,MACARI,251,799,1352
210806,PUNO,MELGAR,NUNOA,295,1077,1573
210807,PUNO,MELGAR,ORURILLO,206,787,1961
210808,PUNO,MELGAR,SANTA ROSA,161,552,1293
210809,PUNO,MELGAR,UMACHIRI,127,360,622
210901,PUNO,MOHO,MOHO,280,1206,3504
210902,PUNO,MOHO,CONIMA,69,300,1063
210903,PUNO,MOHO,HUAYRAPATA,27,93,803
210904,PUNO,MOHO,TILALI,31,451,584
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,1113,2371,1509
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,366,255,890
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,46,199,667
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,49,397,1171
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,52,73,385
211101,PUNO,SAN ROMAN,JULIACA,24814,21779,8102
211102,PUNO,SAN ROMAN,CABANA,399,695,821
211103,PUNO,SAN ROMAN,CABANILLAS,375,690,550
211104,PUNO,SAN ROMAN,CARACOTO,375,1710,792
211105,PUNO,SAN ROMAN,SAN MIGUEL,3831,10594,4186
211201,PUNO,SANDIA,SANDIA,477,1080,1847
211202,PUNO,SANDIA,CUYOCUYO,136,518,1031
211203,PUNO,SANDIA,LIMBANI,178,253,483
211204,PUNO,SANDIA,PATAMBUCO,237,382,1226
211205,PUNO,SANDIA,PHARA,365,560,609
211206,PUNO,SANDIA,QUIACA,94,150,605
211207,PUNO,SANDIA,SAN JUAN DEL ORO,79,647,865
211208,PUNO,SANDIA,YANAHUAYA,96,257,432
211209,PUNO,SANDIA,ALTO INAMBARI,284,1138,1195
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,225,434,1383
211301,PUNO,YUNGUYO,YUNGUYO,1564,2883,2088
211302,PUNO,YUNGUYO,ANAPIA,1,82,285
211303,PUNO,YUNGUYO,COPANI,147,737,845
211304,PUNO,YUNGUYO,CUTURAPI,42,143,217
211305,PUNO,YUNGUYO,OLLARAYA,48,553,219
211306,PUNO,YUNGUYO,TINICACHI,22,116,76
211307,PUNO,YUNGUYO,UNICACHI,44,136,208
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,44432,91136,127603
220102,SAN MARTIN,MOYOBAMBA,CALZADA,44432,91136,127603
220103,SAN MARTIN,MOYOBAMBA,HABANA,44432,91136,127603
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,495,2863,2768
220105,SAN MARTIN,MOYOBAMBA,SORITOR,1013,3063,3556
220106,SAN MARTIN,MOYOBAMBA,YANTALO,137,607,532
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,1525,2017,1853
220202,SAN MARTIN,BELLAVISTA,ALTO BIAVO,154,1217,2579
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,156,1957,2703
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,32,331,565
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,180,1049,2194
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,484,812,318
